55	114043	8310	182113
56	120401	8529	193749
57	129187	8738	205192
58	134705	8952	215130
59	139960	9171	225021
60	150511	9569	237026
61	157897	9527	248897
62	165286	9662	260661
63	178491	10334	275466
64	199457	10981	295378
65	212323	11746	315715
66	226977	11521	337642
67	241194	11540	363599
68	260881	12066	391847
69	277498	12297	422382
70	296530	12955	455049
71	306712	13338	484677
72	329030	13738	520533
73	354057	15924	561531
74	374977	14154	609825






